question,answer,len_q1,len_q2,diff_len,len_char_q1,len_char_q2,len_word_q1,len_word_q2,common_words,fuzz_qratio,fuzz_WRatio,fuzz_partial_ratio,fuzz_partial_token_set_ratio,fuzz_partial_token_sort_ratio,fuzz_token_set_ratio,fuzz_token_sort_ratio,wmd,norm_wmd,cosine_distance,cityblock_distance,jaccard_distance,canberra_distance,euclidean_distance,minkowski_distance,braycurtis_distance,skew_q1vec,skew_q2vec,kur_q1vec,kur_q2vec
the singer is playing the guitar at an acoustic concert for a woman,"the woman is playing a guitar, which is acoustic, and singing",67,61,6,18,19,13,11,5,62,77,62,100,73,81,76,2.279255017406722,0.7693722582148929,0.0772424724082551,5.530073119472945,1.0,98.34785122897107,0.3930457192351836,0.175888844544439,0.2008980432491701,-0.054251940170209505,-0.05069813718886329,-0.24821362717484385,-0.19242345363760816
"the woman is happily playing a guitar, which is acoustic, and singing",a person is playing a guitar and singing,69,40,29,19,14,12,8,5,64,86,60,100,78,90,65,1.5473122122941017,0.5663771455222071,0.11217054573857732,6.370486355095636,1.0,103.38700724512726,0.47364658558684836,0.2189988991190233,0.23128036793286835,0.06860152246958513,0.04474092557548301,-0.09042111267089936,-0.39590231468380255
the singer is playing the guitar at an acoustic concert for a woman,a person is playing a guitar and singing,67,40,27,18,14,13,8,4,56,86,68,100,68,67,56,2.030067551818217,0.7146034287158296,0.1857904842896183,8.568876119294146,1.0,128.30064165522515,0.60957440020961,0.271604716085219,0.3202055121347666,-0.054251940170209505,0.04474092557548301,-0.24821362717484385,-0.39590231468380255
nobody is playing the guitar and singing,"the woman is playing a guitar, which is acoustic, and singing",40,61,-21,16,19,7,11,5,63,86,60,100,85,90,69,1.732065224230005,0.6127961335418017,0.13137707901530926,7.29568129452673,1.0,117.3500985208702,0.512595504571148,0.22815038408699168,0.2689269407402515,-0.026014085329192742,-0.05069813718886329,-0.19052150347820707,-0.19242345363760816
"the woman is playing a guitar, which is acoustic, and singing",the singer is hiring a person to fire the guitar player,61,55,6,19,15,11,11,3,43,55,44,100,58,58,58,3.095479220166647,1.09914134449527,0.3120571858739475,10.747944535185525,1.0,147.56845299967944,0.7900091026703037,0.36044794749571524,0.4251219803921414,-0.05069813718886329,-0.23590559443143486,-0.19242345363760816,-0.10314028301030032
there is no water being drunk by a cat,some water is being drunk by a cat,38,34,4,17,17,9,8,7,81,87,89,100,85,92,89,0.0,0.0,2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.12290322549113263,0.12290322549113263,-0.16139131760186354,-0.16139131760186354
a truck is quickly going down a hill,a truck is quickly going up a hill,36,34,2,17,16,8,8,6,91,91,88,100,88,95,89,0.0,0.0,2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.015079826846663402,0.015079826846663402,0.14754076240910496,0.14754076240910496
a truck is quickly going down a hill,some water is being casually drunk by a cat,36,43,-7,17,18,8,9,2,43,45,47,100,44,47,41,3.378581582554102,1.2465763900627196,0.6183948643834833,15.5771877169027,1.0,184.97581898072005,1.1121105196500178,0.4952598949445118,0.6665803638419797,0.015079826846663402,0.14335783711806901,0.14754076240910496,-0.14248842667136508
some water is being drunk by a cat,a truck is quickly going down a hill,34,36,-2,17,17,8,8,2,46,46,47,100,38,44,37,3.5586350075380633,1.2874427098667607,0.65470866575346,16.148888619354693,1.0,190.39261170113556,1.1442978039835798,0.5128762972189026,0.695267780492922,0.12290322549113263,0.015079826846663402,-0.16139131760186354,0.14754076240910496
a young woman is playing the guitar,a girl is playing the guitar,35,28,7,16,13,7,6,5,79,86,82,100,82,90,73,1.2993924597673723,0.48711422566078255,0.0974748680247487,6.103821487366076,1.0,111.33032320541426,0.4415311353380159,0.20089277662912416,0.23007124566324333,0.15412136419649236,0.29241106584930765,0.0279625726315631,0.18057164144958104
a girl is playing the guitar,a girl is not playing the guitar,28,32,-4,13,14,6,7,6,93,95,86,100,86,100,93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29241106584930765,0.29241106584930765,0.18057164144958104,0.18057164144958104
one man is intensely playing a guitar,the man is intensely playing the guitar,37,39,-2,14,14,7,7,5,89,89,92,100,84,94,82,0.5720921000386,0.26039955534750225,0.020822960683535507,2.7614873083621205,1.0,66.64687930850135,0.20407333036571157,0.09425930953825122,0.10102710302309106,0.21125977496170956,0.21789165258290008,-0.03228275678381243,0.05478439692694259
the man is intensely playing the guitar,the man isn't intensely playing the guitar,39,42,-3,14,15,7,7,5,96,96,92,100,95,96,96,0.7125330867658853,0.2720048064259887,-2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.21789165258290008,0.21789165258290008,0.05478439692694259,0.05478439692694259
the man is intensely playing the guitar,the intense man is a guitar player,39,34,5,14,14,7,7,4,60,83,60,100,85,87,85,1.3040122749481202,0.4964050106465221,0.1621169885689111,7.69732155910242,1.0,127.98215911093222,0.569415480139474,0.2614194588842422,0.2934527865158906,0.21789165258290008,0.013775803929749088,0.05478439692694259,-0.2052223356764058
a girl is playing the guitar,one man is intensely playing a guitar,28,37,-9,13,14,6,7,4,68,77,68,100,57,81,58,1.830256879403104,0.709059405254467,0.18511029169716453,8.384820834860875,1.0,141.20083774926513,0.6084575648959659,0.27456980158275446,0.32374488785534405,0.29241106584930765,0.21125977496170956,0.18057164144958104,-0.03228275678381243
the intense man is a guitar player,a girl is playing the guitar,34,28,6,14,13,7,6,4,45,67,50,100,61,71,65,2.207755565704778,0.8118442075671296,0.24869571118496103,9.663590464642766,1.0,144.85158698391334,0.7052598390658263,0.3179532285702916,0.3800521973355419,0.013775803929749088,0.29241106584930765,-0.2052223356764058,0.18057164144958104
the man is intensely playing the guitar,the guitar player is loving one girl,39,36,3,14,15,7,7,3,53,62,53,100,61,65,61,2.2253928604573727,0.8812016810278237,0.22560091418984518,9.20513738820955,1.0,141.1198251475078,0.6717156089867348,0.3096670087437424,0.3549813351193266,0.21789165258290008,0.2540483329852251,0.05478439692694259,0.09469747485696267
a girl is playing the guitar,the man is intensely playing the guitar,28,39,-11,13,14,6,7,4,75,82,75,100,61,86,63,1.5331049050609917,0.5624771260639533,0.16193544718009123,7.928062202692672,1.0,133.17722625693202,0.5690965720836868,0.25607534579810176,0.30479023962021945,0.29241106584930765,0.21789165258290008,0.18057164144958104,0.05478439692694259
a man is riding a motorbike,a man is driving a motorbike,27,28,-1,13,14,6,6,4,95,95,93,100,72,94,73,0.9681369360913394,0.35960133600739713,0.12251925414408604,6.894184997014236,1.0,113.58634077804618,0.4950136389235311,0.22208275035320874,0.2528763216718721,0.30662551078793987,0.4560336914357793,-0.27414215712231815,0.019370015865566526
a man is parking a motorbike,a man is riding a motorbike,28,27,1,13,13,6,6,4,91,91,89,100,89,90,91,1.332913840043201,0.43405842394285093,0.22397208736190455,9.363852182781557,1.0,135.57420680719076,0.6692863252802221,0.2964637750973266,0.3519180930664394,0.4236305061671374,0.30662551078793987,0.49470197876904765,-0.27414215712231815
a man is riding a motorbike,a motorbike rider is running over a man,27,39,-12,13,15,6,8,4,45,80,48,100,81,84,82,1.5678498376406484,0.5660862986345209,0.12791878562383296,6.873244934322429,1.0,108.52566072888965,0.5058038919493149,0.23216679534493123,0.24899525850788856,0.30662551078793987,0.29189731184262724,-0.27414215712231815,-0.11908990694585064
the horse is being ridden by a man,a man is driving a motorbike,34,28,6,14,14,8,6,3,39,54,43,100,54,57,52,2.614434011691094,0.8573513235199415,0.5343559594627756,14.71453700697748,1.0,183.76731371351798,1.0337852209380383,0.4598350625615801,0.6044862698960483,-0.08546940901958489,0.4560336914357793,-0.08304829048446027,0.019370015865566526
the horse is being ridden by a man,a man is parking a motorbike,34,28,6,14,13,8,6,3,39,50,43,100,46,53,45,2.804396209467411,0.867337009586479,0.5732100339690664,14.673359548993176,1.0,179.73504916069933,1.0707100832212542,0.48466781856690455,0.615526715095624,-0.08546940901958489,0.4236305061671374,-0.08304829048446027,0.49470197876904765
a motorbike rider is running over a man,the horse is being ridden by a man,39,34,5,15,14,8,8,3,55,55,56,100,44,56,41,2.6277988120115223,0.8750903051092632,0.35402999507179533,11.743033695660415,1.0,156.61190603289157,0.8414630108792144,0.3770816607047608,0.46269394680168935,0.29189731184262724,-0.08546940901958489,-0.11908990694585064,-0.08304829048446027
a man is riding the animal,a man is riding a motorbike,26,27,-1,12,13,6,6,4,68,71,69,100,62,75,64,1.387412432217121,0.43700471578602945,0.2673091495802007,10.108134122157935,1.0,143.6223986055932,0.7311759747768163,0.32880220902618323,0.3897316487085288,-0.10663665465721005,0.30662551078793987,-0.15910167842710754,-0.27414215712231815
the man is on the ride with the horse,a man is riding a motorbike,37,27,10,12,13,9,6,2,53,53,52,100,48,56,44,2.0617776078226453,0.6757384372989897,0.31595663708984045,11.080984245127183,1.0,149.84813450354085,0.794929736967185,0.35747238979687895,0.42854762460210594,0.02576803174403464,0.30662551078793987,0.05903405362964831,-0.27414215712231815
a magic trick is being performed by the magician,the man is doing a magic trick,48,30,18,18,14,9,7,5,46,86,40,100,63,80,72,1.7447545519102254,0.6233660193102962,0.19046103949540905,8.736418693588348,1.0,135.05228294809686,0.6171888728080182,0.27247020385817583,0.3349021704140636,0.09219961868230407,0.1843599542418139,0.05441615304925396,0.5511938498840236
the man isn't doing a magic trick,the man is doing a magic trick,33,30,3,15,14,7,7,6,95,95,90,100,90,95,95,0.85593479265948,0.329637631708017,4.440892098500626e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.1843599542418139,0.1843599542418139,0.5511938498840236,0.5511938498840236
the man is doing a magic trick,"the kid, who is doing magic, is tricking an old man",30,51,-21,14,17,7,11,4,62,86,73,100,77,85,76,2.237516291952868,0.7849575952181641,0.1934284913407881,8.505746292939875,1.0,128.33473973942034,0.6219782952359761,0.2810220957618119,0.32512435305967435,0.1843599542418139,0.39638533749313215,0.5511938498840236,0.376360427634042
a man is dangerously throwing knives at a tree,a man is dangerously extracting knives from a tree,46,50,-4,18,19,9,9,6,85,85,80,100,65,84,71,0.720501649655342,0.24664279149875643,0.10409431365640698,6.410949236698798,1.0,110.62433719667006,0.4562769278654526,0.20604981596763103,0.2415214129254871,0.3389521965678189,0.20519480647180405,0.3198504591810809,0.02086138372032842
a man is dangerously throwing knives at the tree,the man is doing a magic trick,48,30,18,18,14,9,7,4,49,86,50,100,60,57,56,3.059507979192111,1.0428549213504212,0.5439841669132588,14.529741367325187,1.0,178.67131045385275,1.0430572265918456,0.46673020587664943,0.6221232853245096,0.3389521965678189,0.1843599542418139,0.3198504591810809,0.5511938498840236
a man is dangerously throwing knives at a tree,a magic trick is being performed by the magician,46,48,-2,18,18,9,9,2,45,45,43,100,43,43,43,3.8821338748051164,1.3032229109100222,0.7036839172706975,16.509437228465686,1.0,196.83388049049262,1.1863253900675357,0.5299836097176288,0.75426039481578,0.3389521965678189,0.09219961868230407,0.3198504591810809,0.05441615304925396
a man is dangerously throwing knives at a tree,the man isn't doing a magic trick,46,33,13,18,15,9,7,2,53,53,48,100,52,52,51,3.0539703582799436,1.0500708592933239,0.5439841669132588,14.529741367325187,1.0,178.67131045385275,1.0430572265918456,0.46673020587664943,0.6221232853245096,0.3389521965678189,0.1843599542418139,0.3198504591810809,0.5511938498840236
"the kid, who is doing magic, is tricking an old man",a man is dangerously throwing knives at a tree,51,46,5,17,18,11,9,2,41,50,45,100,52,53,51,3.0585677939468785,1.0299909125397577,0.4689213715560371,13.37018807802815,1.0,167.51668535979218,0.9684228340418102,0.43495331894884914,0.554800543138167,0.39638533749313215,0.3389521965678189,0.376360427634042,0.3198504591810809
the guitar is being played by a lady,the guitar is being played by a girl,36,36,0,15,15,8,8,7,92,92,92,100,86,93,86,0.9736740008867167,0.333227510951945,0.12277246367687245,6.797457839515118,1.0,117.39707393879138,0.49552489370437935,0.22520277860445947,0.2554892927472601,0.28806819838888764,0.4029476375963195,0.17072520034505567,0.5570223719746266
the guitar is being played by a lady,the play for the ladies requires a guitar,36,41,-5,15,16,8,8,3,44,60,44,100,61,63,60,2.1215268488654826,0.7577449737296121,0.23591165201642372,9.481139341594826,1.0,143.87113014800832,0.6868939740373358,0.3133826875524049,0.3640917144011377,0.28806819838888764,0.10033297810095486,0.17072520034505567,-0.26840378264783205
the man is practicing the guitar,the person is practicing the guitar,32,35,-3,13,13,6,6,4,90,90,84,100,84,92,90,0.7384029761704635,0.32173037096468654,0.0806930038717506,5.3732773944648216,1.0,97.83664536845441,0.40172878726077643,0.18460369269169774,0.19686026551862812,0.22657982899151716,0.17057136872852408,-0.10342967899627675,-0.0575446508045907
the practicing person doesn't like the guitar,the guitar is being played by a lady,45,36,9,17,15,7,8,2,42,47,42,100,44,49,49,2.6233162397844643,0.9730726294020177,0.32680247771955995,10.913830474746646,1.0,153.7792586094631,0.8084583976461256,0.37599297776019197,0.42812994186995146,0.23496600590396316,0.28806819838888764,-0.17840531846472807,0.17072520034505567
the person is practicing the guitar,the guitar is being sold by a lady,35,34,1,13,15,6,8,3,43,56,44,100,47,59,46,2.2793977462061297,0.8280267028733448,0.40167349497174965,12.230877783236792,1.0,159.00898669514348,0.8962962918063203,0.4058549310652207,0.48856074332928123,0.17057136872852408,0.22616984515820843,-0.0575446508045907,-0.08832064344340607
the person is practicing the guitar,the play for the ladies requires a guitar,35,41,-6,13,16,6,8,2,53,55,55,100,63,53,58,2.514265404444554,0.9318688876553902,0.3391924519646482,11.265389589243568,1.0,151.38297206403783,0.8236412924405229,0.37213133452079494,0.4391662514395736,0.17057136872852408,0.10033297810095486,-0.0575446508045907,-0.26840378264783205
the boy is enthusiastically playing in the mud,the boy is playing in the mud,46,29,17,17,16,8,7,6,77,86,72,100,93,100,77,0.9384539312261846,0.34292326267631945,0.08695834634944333,5.905355811933987,1.0,107.22263395288003,0.4170331925625292,0.18435797445547894,0.22050059293506571,0.15640342259661102,-0.034405798106453805,0.1133960899822335,-0.004812157639693115
the boy is playing in the mud,the boy isn't playing in the mud,29,32,-3,16,17,7,7,5,95,95,90,100,93,94,95,0.9188702294328858,0.3408106166607454,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0,-0.034405798106453805,-0.034405798106453805,-0.004812157639693115,-0.004812157639693115
a cat is playing with a device,a playing device is amusing a cat,30,33,-3,15,15,7,7,5,51,86,53,100,80,90,79,0.9448872283662072,0.33205702274437454,0.10413478914946073,6.378132836543955,1.0,118.9958834614477,0.45636562714112583,0.20404629415773806,0.2396401379136177,0.02533860726671569,-0.06913861850130218,-0.10252860594227542,-0.4046098101520834
the boy is playing in the mud,there is no cat playing with a device,29,37,-8,16,17,7,8,2,61,61,66,100,70,58,64,2.515579231984317,0.851609886993807,0.5121931088434465,13.932698389835423,1.0,182.29108806787477,1.0121196506805414,0.45996372374115074,0.5928178729321056,-0.034405798106453805,0.02533860726671569,-0.004812157639693115,-0.10252860594227542
a cat is playing with a device,the boy is enthusiastically playing in the mud,30,46,-16,15,17,7,8,2,47,86,59,100,60,57,53,2.799217800045904,0.9783131672824904,0.5465076470221746,14.034713887871476,1.0,180.68223384995213,1.045473704900777,0.4781913112609391,0.5987302141922334,0.02533860726671569,0.15640342259661102,-0.10252860594227542,0.1133960899822335
a cat is playing with a device,mud is being thrown to the playing boy,30,38,-8,15,18,7,8,2,41,52,43,100,53,55,47,2.858943371268556,0.9807756540766148,0.5638116822028088,14.63083389987878,1.0,186.42952615488105,1.0618961313344564,0.48454806846256615,0.6343934490946426,0.02533860726671569,-0.0746968014826249,-0.10252860594227542,0.034406701482646795
a cat is playing with a device,the boy is playing in the mud,30,29,1,15,16,7,7,2,61,61,62,100,58,64,54,2.515579231984317,0.851609886993807,0.5121931088434465,13.932698389835423,1.0,182.29108806787477,1.0121196506805414,0.45996372374115074,0.5928178729321056,0.02533860726671569,-0.034405798106453805,-0.10252860594227542,-0.004812157639693115
